Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1777984381.5848153,1,3907,800,271,121,34
1777984381.597581,1,3919,850,267,121,34
1777984381.611176,1,3930,800,267,121,33
1777984381.6242163,1,3940,800,267,121,33
1777984381.6370192,1,3952,850,263,121,34
1777984381.6504285,1,3962,850,260,121,34
1777984381.6636229,1,3974,850,258,121,34
1777984381.676966,1,3985,850,255,121,33
1777984381.6901865,1,3996,800,255,121,33
1777984381.7033029,1,4006,800,255,121,34
1777984381.716373,1,4016,800,255,121,34
1777984381.729617,1,4027,750,257,121,34
1777984381.743051,1,4037,750,259,121,33
1777984381.7564583,1,4048,800,259,121,33
1777984381.769527,1,4059,800,259,121,34
1777984381.7817814,1,4070,800,259,121,34
1777984381.7938757,1,4080,850,256,121,34
1777984381.8060637,1,4090,800,255,121,34
1777984381.8179336,1,4,800,255,121,34
1777984381.8298788,1,13,800,255,121,34
1777984381.841877,1,23,800,255,121,33
1777984381.8537705,1,32,800,255,121,34
1777984381.8656363,1,42,800,255,121,33
1777984381.8774574,1,52,800,255,121,33
1777984381.8893516,1,61,800,255,121,33
1777984381.901383,1,71,800,255,121,34
1777984381.9131622,1,81,850,252,121,33
1777984381.9249387,1,91,800,251,121,33
1777984381.936858,1,99,800,251,121,34
1777984381.9486406,1,108,750,253,121,33
1777984381.9604447,1,118,750,255,121,33
1777984381.9721348,1,128,800,255,121,33
1777984381.984119,1,137,800,255,121,34
1777984381.9965637,1,147,800,255,120,33
1777984382.0092247,1,158,850,252,121,33
1777984382.0218022,1,168,850,250,121,33
1777984382.0341463,1,178,800,251,121,34
1777984382.0465236,1,188,800,251,121,34
1777984382.059458,1,198,800,251,121,34
1777984382.0726068,1,209,800,251,121,34
1777984382.0857198,1,219,800,251,121,33
1777984382.0987902,1,229,800,251,121,33
1777984382.1118295,1,240,800,251,121,33
1777984382.1248717,1,250,800,251,121,34
1777984382.1380982,1,261,800,251,121,33
1777984382.1512933,1,272,850,248,121,33
1777984382.1644127,1,283,800,247,121,34
1777984382.1775076,1,292,800,247,121,33
1777984382.1907558,1,303,750,249,121,34
1777984382.2041507,1,313,750,252,121,33
1777984382.216986,1,324,750,255,121,34
1777984382.230113,1,334,800,255,121,33
1777984382.2430336,1,345,850,253,121,34
1777984382.2564812,1,355,850,251,121,33
1777984382.2697296,1,367,800,251,121,34
1777984382.2829664,1,378,800,249,121,33
1777984382.296279,1,388,850,247,121,34
1777984382.3099618,1,399,800,247,121,34
1777984382.3234596,1,410,800,247,121,34
1777984382.3365862,1,420,800,247,121,33
1777984382.3498847,1,431,750,249,121,34
1777984382.363165,1,442,800,251,121,34
1777984382.3758273,1,453,800,251,121,33
1777984382.388614,1,463,800,251,121,33
1777984382.401769,1,473,800,251,121,34
1777984382.4151576,1,484,850,247,121,34
1777984382.42857,1,494,750,249,121,33
1777984382.4419935,1,505,750,251,121,34
1777984382.4545782,1,516,800,251,121,34
1777984382.4670417,1,526,800,251,121,33
1777984382.4795501,1,536,800,251,121,33
1777984382.4929414,1,546,800,251,121,34
1777984382.5058384,1,557,850,249,121,33
1777984382.518941,1,567,850,246,121,34
1777984382.532351,1,578,750,250,121,33
1777984382.545522,1,588,800,251,121,33
1777984382.5585294,1,599,800,251,121,33
1777984382.5717237,1,609,800,251,121,33
1777984382.5848825,1,620,800,251,121,34
1777984382.5980337,1,631,800,251,121,34
1777984382.61127,1,642,800,251,121,33
1777984382.6240282,1,652,800,251,121,34
1777984382.63732,1,663,800,251,121,34
1777984382.6501467,1,673,850,248,121,34
1777984382.6624246,1,684,800,247,121,33
1777984382.675057,1,693,800,247,121,34
1777984382.6876311,1,703,800,247,121,33
1777984382.6999161,1,714,800,247,121,33
1777984382.7130957,1,723,800,247,121,34
1777984382.725948,1,734,750,249,121,34
1777984382.738724,1,744,750,251,121,34
1777984382.7515793,1,755,850,247,121,33
1777984382.7644148,1,765,800,247,121,34
1777984382.7776191,1,775,800,247,121,34
1777984382.791231,1,785,800,247,121,33
1777984382.804231,1,796,750,249,121,34
1777984382.818218,1,806,750,251,121,34
1777984382.8312583,1,818,800,251,121,33
1777984382.844341,1,828,800,251,121,33
1777984382.8573222,1,839,800,251,121,34
1777984382.870758,1,849,800,251,121,33
1777984382.8840885,1,860,800,251,121,34
1777984382.8972116,1,871,800,251,121,33
1777984382.9106343,1,881,800,251,121,34
1777984382.9238384,1,892,800,251,121,33
1777984382.9367328,1,902,800,251,121,34
1777984382.9496994,1,912,800,251,121,33
1777984382.962917,1,923,800,251,121,33
1777984382.9755616,1,933,800,251,121,33
1777984382.9874153,1,944,800,251,121,34
1777984382.9992714,1,954,800,251,121,34
1777984383.0119202,1,963,800,251,121,33
1777984383.0245397,1,974,800,251,121,34
1777984383.037316,1,984,800,251,121,33
1777984383.0501747,1,993,750,254,121,33
1777984383.062878,1,1004,850,253,121,34
1777984383.0755296,1,1014,850,250,121,33
1777984383.088649,1,1024,750,254,121,34
1777984383.1015294,1,1035,800,255,121,34
1777984383.114012,1,1045,800,255,121,34
1777984383.126275,1,1055,850,252,121,33
1777984383.138979,1,1065,800,251,121,33
1777984383.1520214,1,1075,800,251,121,33
1777984383.1648796,1,1086,800,251,121,34
1777984383.1778343,1,1096,800,251,121,33
1777984383.190822,1,1106,800,251,121,33
1777984383.2038586,1,1117,800,251,121,33
1777984383.216984,1,1127,800,251,121,34
