Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778431316.6271262,1,1682,750,347,95,39,9
1778431316.6411803,1,1693,800,348,95,39,8
1778431316.6554904,1,1704,750,349,95,39,8
1778431317.4624557,2,155,-700,355,94,33,8
1778431317.4758859,2,144,-800,355,94,33,10
1778431317.489583,2,133,-800,355,94,33,8
1778431318.2972677,2,100,750,373,91,34,9
1778431318.3017244,1,1733,-700,372,91,39,12
1778431318.3145866,2,115,750,377,91,33,11
1778431318.3175237,1,1721,-750,374,91,38,10
1778431318.33116,2,127,800,377,91,33,11
1778431318.3357418,1,1707,-800,375,91,38,11
1778431318.85258,2,252,50,68,98,33,2
1778431318.8570237,1,1583,0,76,98,38,3
1778431318.871975,2,252,0,68,98,33,2
1778431318.8761933,1,1583,0,76,98,39,2
1778431318.8902612,2,252,-50,71,98,33,2
1778431318.8933012,1,1583,0,76,98,39,2
1778431318.9078546,2,253,50,69,98,33,2
1778431318.911406,1,1583,0,76,98,39,2
1778431318.9254503,2,252,0,68,98,33,2
1778431318.9282978,1,1583,0,76,98,38,2
1778431318.943251,2,252,-50,69,97,43,2
1778431318.9470634,1,1583,0,76,98,39,2
1778431318.9613605,2,253,50,70,98,33,2
1778431318.964293,1,1583,0,76,98,38,2
1778431318.9787257,2,252,50,67,98,33,2
1778431318.982278,1,1583,0,76,98,39,2
1778431318.9963033,2,252,-50,72,97,33,2
1778431318.9991777,1,1583,0,76,98,38,2
1778431319.0138605,2,253,0,72,98,33,2
1778431319.0178227,1,1583,0,76,98,39,3
1778431319.0317676,2,252,0,72,98,33,2
1778431319.0350277,1,1583,0,76,98,39,2
1778431319.0495923,2,252,0,72,98,33,1
1778431319.0528333,1,1583,0,76,98,39,2
1778431319.0667355,2,252,0,72,98,33,2
1778431319.0697632,1,1583,0,76,97,39,1
1778431319.0841575,2,252,0,72,98,33,3
1778431319.0875356,1,1583,0,76,98,38,3
1778431319.1015246,2,252,0,72,98,33,2
1778431319.104291,1,1583,0,76,98,38,2
1778431319.1187618,2,252,0,72,97,33,2
1778431319.1224763,1,1583,0,76,98,38,2
1778431319.1390681,2,252,0,72,98,33,2
1778431319.1421878,1,1583,0,76,98,39,2
1778431319.1569052,2,252,0,72,97,33,2
1778431319.1602163,1,1583,0,76,98,39,3
1778431319.1741447,2,253,50,67,98,33,2
1778431319.1770055,1,1583,0,76,98,39,2
1778431319.1915197,2,252,0,68,98,33,2
1778431319.19484,1,1583,0,76,98,39,2
1778431319.208756,2,252,-50,71,98,33,2
1778431319.2115571,1,1583,0,76,98,38,2
1778431319.2259808,2,253,50,69,98,33,2
1778431319.2296128,1,1583,0,76,97,39,2
1778431319.2436993,2,252,-50,70,98,33,2
1778431319.2465255,1,1583,0,76,98,39,3
1778431319.2611482,2,252,0,72,98,33,1
1778431319.265312,1,1583,0,76,97,38,2
1778431319.2794473,2,252,0,72,97,33,2
1778431319.2827108,1,1583,0,76,97,39,3
1778431319.2974014,2,252,0,72,98,33,2
1778431319.3005936,1,1583,0,76,97,39,2
1778431319.314564,2,252,50,67,98,33,2
1778431319.317407,1,1583,0,76,98,39,3
1778431319.3319104,2,252,-50,71,98,33,2
1778431319.3352153,1,1583,0,76,98,38,2
1778431319.3492875,2,253,0,72,98,33,2
1778431319.352122,1,1583,0,76,98,39,2
1778431319.3668227,2,252,50,69,97,33,2
1778431319.370579,1,1583,0,76,98,39,3
1778431319.3847253,2,252,-50,70,98,33,1
1778431319.3875911,1,1583,0,76,98,39,2
1778431319.4020126,2,252,0,72,98,33,2
