Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778431545.1833518,1,1439,850,324,104,35,8
1778431545.197491,1,1450,800,323,104,35,7
1778431545.2110016,1,1461,800,323,104,35,8
1778431546.0180974,2,346,-800,325,103,30,8
1778431546.0315044,2,334,-750,327,103,30,8
1778431546.045298,2,324,-750,330,103,30,8
1778431546.853455,2,306,800,335,101,30,9
1778431546.857358,1,1473,-750,340,101,35,10
1778431546.8704617,2,321,800,335,101,30,10
1778431546.8734643,1,1460,-800,341,101,35,8
1778431546.8864534,2,333,700,338,102,30,9
1778431546.8904512,1,1448,-800,341,101,35,9
1778431547.4074137,2,451,0,59,104,30,2
1778431547.4117343,1,1331,0,67,104,35,2
1778431547.4267302,2,451,0,59,104,30,2
1778431547.4307146,1,1331,0,67,104,35,1
1778431547.4453342,2,451,0,59,104,30,1
1778431547.4482944,1,1331,0,67,104,35,2
1778431547.4622724,2,451,0,59,104,30,2
1778431547.4653199,1,1331,0,67,104,35,2
1778431547.4799483,2,451,0,59,104,30,1
1778431547.4832847,1,1331,0,67,104,35,2
1778431547.4976332,2,451,0,59,104,30,1
1778431547.5005069,1,1331,0,67,104,35,2
1778431547.5145066,2,451,0,59,104,30,1
1778431547.5175107,1,1331,0,67,104,35,2
1778431547.5321825,2,451,0,59,104,30,2
1778431547.535504,1,1331,0,67,104,35,2
1778431547.54955,2,450,0,59,104,30,1
1778431547.5522637,1,1331,0,67,104,35,2
1778431547.5668614,2,451,0,59,104,30,2
1778431547.5705411,1,1331,0,67,104,35,2
1778431547.5849526,2,451,0,59,104,30,2
1778431547.5879798,1,1331,0,67,104,35,1
1778431547.6018603,2,451,0,59,104,30,1
1778431547.6047955,1,1331,0,67,104,35,2
1778431547.619761,2,451,0,59,104,30,1
1778431547.6232066,1,1331,0,67,104,35,2
1778431547.6373076,2,451,0,59,104,30,2
1778431547.640196,1,1331,0,67,104,35,2
1778431547.6549268,2,451,0,59,104,30,2
1778431547.6585746,1,1331,0,67,104,35,2
1778431547.672568,2,451,0,59,104,30,2
1778431547.6754508,1,1331,0,67,104,35,2
1778431547.6898732,2,451,0,59,104,30,2
1778431547.6934988,1,1331,0,67,105,35,2
1778431547.707377,2,451,0,59,104,30,2
1778431547.7104537,1,1331,0,67,104,35,2
