Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778523084.9714231,1,1912,-400,202,121,33,4
1778523084.9854307,1,1907,-300,232,120,33,26
1778523084.9989824,1,1900,-400,256,120,33,8
1778523085.8063903,2,4037,-800,273,121,28,5
1778523085.8197744,2,4025,-750,275,121,28,7
1778523085.833741,2,4018,-750,278,121,28,11
1778523085.847778,2,4011,-600,290,120,28,18
1778523086.6558504,2,4024,350,218,121,28,5
1778523086.6603773,1,1913,850,284,118,33,11
1778523086.6734939,2,4033,350,252,120,28,7
1778523086.6763442,1,1922,600,293,119,33,54
1778523086.6898112,2,4043,550,264,118,29,7
1778523086.694433,1,1929,450,314,119,33,27
1778523087.211,2,50,0,56,112,28,3
1778523087.215499,1,1942,0,476,111,33,140
1778523087.2305753,2,50,0,56,111,33,1
1778523087.234771,1,1941,0,476,111,33,146
1778523087.2489462,2,50,0,56,111,28,2
1778523087.2517,1,1942,0,476,111,33,148
1778523087.2661033,2,50,0,56,111,29,2
1778523087.269878,1,1942,0,476,111,33,143
1778523087.2840676,2,50,0,56,111,28,2
1778523087.2869766,1,1942,0,476,111,33,145
1778523087.3016157,2,50,0,56,112,28,2
1778523087.3056834,1,1942,0,476,111,33,144
1778523087.319802,2,50,0,56,113,28,1
1778523087.323265,1,1942,0,476,111,33,148
1778523087.3379233,2,50,0,56,112,28,2
1778523087.3410616,1,1942,0,476,111,33,144
1778523087.3550503,2,50,0,56,112,29,1
1778523087.3581421,1,1942,0,476,110,33,137
1778523087.372729,2,50,0,56,113,28,2
1778523087.3759959,1,1942,0,476,110,33,147
1778523087.390022,2,50,0,56,113,28,1
1778523087.3929472,1,1941,0,476,110,33,170
1778523087.4074736,2,50,0,56,111,29,1
1778523087.4108062,1,1942,0,476,111,33,145
1778523087.4248567,2,50,0,56,111,28,1
1778523087.4277813,1,1942,0,476,111,33,151
1778523087.4425268,2,50,0,56,111,29,2
1778523087.4461486,1,1942,0,476,111,33,139
1778523087.4603438,2,50,0,56,112,28,1
1778523087.46318,1,1942,0,476,111,33,140
1778523087.4776618,2,50,0,56,113,28,2
1778523087.4816704,1,1942,0,476,111,33,137
1778523087.4956107,2,50,0,56,113,28,1
1778523087.499079,1,1942,0,476,111,33,145
1778523087.513625,2,50,0,56,112,28,1
1778523087.516806,1,1942,0,476,111,33,142
1778523087.530862,2,50,0,56,111,29,1
1778523087.5340207,1,1942,0,476,111,33,143
1778523087.5488071,2,50,0,56,111,28,1
1778523087.5522404,1,1942,0,476,111,33,135
1778523087.5665267,2,50,0,56,112,28,1
1778523087.5695114,1,1942,0,476,111,33,146
1778523087.5839043,2,50,0,56,112,28,1
1778523087.5881996,1,1942,0,476,111,33,138
1778523087.6023917,2,50,0,56,113,28,2
1778523087.605202,1,1942,0,476,111,33,144
1778523087.6197498,2,50,0,56,113,29,2
1778523087.6231,1,1942,0,476,111,33,138
1778523087.637084,2,50,0,56,112,29,1
1778523087.639884,1,1942,0,476,111,33,146
1778523087.6545217,2,50,0,56,111,29,2
1778523087.658127,1,1942,0,476,111,33,147
1778523087.672249,2,50,0,56,111,29,2
1778523087.6750667,1,1942,0,476,111,33,147
1778523087.6895852,2,50,0,56,112,28,1
1778523087.6936119,1,1942,0,476,111,33,148
1778523087.7075765,2,50,0,56,112,29,1
1778523087.7110584,1,1942,0,476,111,33,147
1778523087.725638,2,50,0,56,113,28,1
1778523087.7288215,1,1942,0,476,111,33,145
1778523087.7428148,2,50,0,56,113,28,2
1778523087.7460043,1,1942,0,476,111,33,139
1778523087.76059,2,50,0,56,113,28,2
1778523087.7638154,1,1942,0,476,111,33,149
1778523087.7779412,2,50,0,56,113,28,1
1778523087.7809067,1,1942,0,476,111,33,144
1778523087.7953787,2,50,0,56,112,28,2
1778523087.798955,1,1942,0,476,111,33,142
1778523087.8131099,2,50,0,56,111,28,2
1778523087.8159544,1,1942,0,476,111,33,148
1778523087.8304188,2,50,0,56,111,28,2
1778523087.8341084,1,1942,0,476,111,33,139
1778523087.848278,2,50,0,56,113,28,1
1778523087.8511138,1,1942,0,476,110,33,138
1778523087.8655438,2,50,0,56,113,28,2
1778523087.869597,1,1942,0,476,111,33,146
1778523087.883818,2,50,0,56,113,29,2
1778523087.8873115,1,1942,0,476,111,33,144
1778523087.90196,2,50,0,56,112,28,2
1778523087.9050148,1,1942,0,476,111,33,142
1778523087.9191632,2,50,0,56,112,28,1
1778523087.9221528,1,1942,0,476,111,33,140
1778523087.9368432,2,50,0,56,111,28,1
1778523087.940893,1,1942,0,476,111,33,133
1778523087.954945,2,50,0,56,113,28,1
1778523087.9581468,1,1942,0,476,111,33,141
1778523087.9728272,2,50,0,56,112,29,2
1778523087.9760828,1,1942,0,476,111,33,144
1778523087.9901779,2,50,0,56,113,28,1
1778523087.993239,1,1942,0,476,111,33,141
1778523088.0078588,2,50,0,56,112,28,2
1778523088.0113168,1,1942,0,476,110,33,134
1778523088.0252287,2,50,0,56,111,29,2
1778523088.0278876,1,1942,0,476,111,33,146
1778523088.042479,2,50,0,56,111,29,2
1778523088.0461638,1,1942,0,476,111,33,139
1778523088.0602527,2,50,0,56,111,29,2
1778523088.0638933,1,1942,0,476,111,33,137
1778523088.078232,2,50,0,56,111,29,1
1778523088.081283,1,1942,0,476,111,34,139
1778523088.0951793,2,50,0,56,112,29,2
1778523088.0983496,1,1942,0,476,111,33,142
1778523088.1128242,2,50,0,56,112,29,2
1778523088.1160395,1,1942,0,476,111,34,151
1778523088.1300733,2,50,0,56,113,28,2
1778523088.1330128,1,1942,0,476,111,33,137
1778523088.1475573,2,50,0,56,113,29,2
1778523088.1509607,1,1942,0,476,111,33,141
1778523088.165162,2,50,0,56,113,29,1
1778523088.1681838,1,1942,0,476,111,33,140
1778523088.1820986,2,50,0,56,112,28,1
1778523088.1850622,1,1942,0,476,111,33,134
1778523088.1996467,2,50,0,56,112,28,1
1778523088.2030694,1,1942,0,476,111,33,146
1778523088.2170017,2,50,0,56,111,28,1
1778523088.2198591,1,1942,0,476,111,33,140
1778523088.2342298,2,50,0,56,111,28,1
1778523088.2379315,1,1942,0,476,111,33,137
1778523088.2521856,2,50,0,56,112,28,2
1778523088.2552495,1,1942,0,476,111,33,147
1778523088.2696228,2,50,0,56,113,28,1
1778523088.273286,1,1942,0,476,111,34,133
1778523088.2874553,2,50,0,56,113,28,1
1778523088.2908218,1,1942,0,476,111,33,142
1778523088.3055618,2,50,0,56,113,29,1
1778523088.3087842,1,1942,0,476,111,33,135
1778523088.3227656,2,50,0,56,112,28,2
1778523088.3258865,1,1942,0,476,111,33,135
1778523088.3403912,2,50,0,56,112,28,1
1778523088.3437564,1,1942,0,476,111,33,140
1778523088.357759,2,50,0,56,111,28,1
1778523088.3607306,1,1942,0,476,111,33,139
1778523088.3753781,2,50,0,56,112,29,1
1778523088.378834,1,1942,0,476,111,33,141
1778523088.3928123,2,50,0,56,113,29,2
1778523088.3955812,1,1942,-50,479,111,33,146
1778523088.410163,2,50,0,56,113,29,2
1778523088.4138343,1,1942,50,476,111,33,145
1778523088.4278255,2,50,0,56,113,28,2
1778523088.4306822,1,1942,0,476,111,34,138
1778523088.4453616,2,50,0,56,112,29,1
1778523088.4493403,1,1942,0,476,111,33,139
1778523088.463451,2,50,0,56,111,29,2
1778523088.4666662,1,1942,0,476,111,33,136
1778523088.4813378,2,50,0,56,112,29,0
1778523088.4845803,1,1942,0,476,111,33,137
1778523088.498593,2,50,0,56,113,29,2
1778523088.5015981,1,1942,0,476,111,33,138
1778523088.5161152,2,50,0,56,113,29,2
1778523088.519458,1,1942,-50,480,111,33,141
1778523088.5334933,2,50,0,56,113,29,2
1778523088.5363383,1,1942,50,476,111,33,140
1778523088.550714,2,50,0,56,113,29,2
1778523088.5543296,1,1942,0,476,111,33,141
1778523088.5681655,2,50,0,56,112,29,1
1778523088.5719717,1,1942,0,476,111,33,135
1778523088.5862525,2,50,0,56,112,29,1
1778523088.5893168,1,1942,0,476,111,34,140
1778523088.6031635,2,50,0,56,112,28,2
1778523088.606297,1,1942,0,476,111,34,169
1778523088.6208415,2,50,0,56,111,29,1
1778523088.6240387,1,1942,0,476,111,33,142
1778523088.637914,2,50,0,56,111,29,2
1778523088.6408062,1,1942,0,476,111,34,134
1778523088.655158,2,50,0,56,111,29,2
1778523088.6583166,1,1942,0,476,111,34,133
1778523088.6728034,2,50,0,56,111,29,2
1778523088.6768548,1,1942,0,476,111,34,139
1778523088.6909597,2,50,0,56,113,28,2
