Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778520182.7473218,1,1216,200,55,114,66,0
1778520182.7614257,1,1221,200,91,115,66,0
1778520182.7749374,1,1227,300,118,114,86,3
1778520182.7883394,1,1233,500,136,115,67,0
1778520182.801815,1,1242,500,153,116,67,0
1778520182.815299,1,1251,600,163,117,67,0
1778520182.828809,1,1260,650,171,117,66,4
1778520182.842247,1,1270,650,179,118,67,0
1778520182.8557758,1,1279,750,180,118,67,0
1778520182.8691437,1,1290,700,185,119,67,0
1778520182.88255,1,1299,700,190,119,67,6
1778520182.8958714,1,1309,700,196,120,67,6
1778520182.9092872,1,1318,750,199,120,66,0
1778520182.922738,1,1328,750,204,120,66,3
1778520182.9361176,1,1336,650,212,120,66,9
1778520182.9495451,1,1345,700,217,120,66,3
1778520182.96294,1,1353,600,225,120,67,11
1778520182.9766185,1,1359,600,236,120,67,4
1778520182.9900181,1,1366,450,256,119,67,5
1778520183.0034006,1,1374,550,271,120,67,20
1778520183.0168307,1,1383,550,284,120,66,11
1778520183.0302649,1,1393,700,290,119,67,11
1778520183.0438588,1,1403,700,295,120,66,9
1778520183.057346,1,1413,700,301,120,67,9
1778520183.0708973,1,1423,750,303,119,67,9
1778520183.0846162,1,1434,800,304,119,67,26
1778520183.0983942,1,1445,800,304,120,67,23
1778520183.1118553,1,1456,800,304,120,66,21
1778520183.1253445,1,1467,800,304,120,66,7
1778520183.1387799,1,1478,800,304,120,67,8
1778520183.152166,1,1490,800,304,119,67,10
1778520183.1655977,1,1500,850,302,119,67,23
1778520183.1789887,1,1511,850,299,120,67,24
1778520183.1927857,1,1522,800,300,120,67,21
1778520183.2068212,1,1534,800,300,120,67,9
1778520183.220158,1,1545,800,300,120,67,8
1778520183.2335618,1,1556,850,296,120,66,7
1778520183.246939,1,1567,800,296,119,67,9
1778520183.2603388,1,1578,800,296,120,67,23
1778520183.2738287,1,1588,800,296,120,67,20
1778520183.2872922,1,1599,750,299,120,67,7
1778520183.300961,1,1609,800,300,120,67,7
1778520183.3145902,1,1620,800,300,120,67,8
1778520183.3281994,1,1632,800,300,119,67,9
1778520183.3419776,1,1644,850,299,120,67,22
1778520183.3557436,1,1654,850,296,120,67,24
1778520183.369226,1,1665,800,296,120,67,8
1778520183.3827767,1,1677,800,296,120,67,7
1778520183.396157,1,1687,800,296,120,67,7
1778520183.409591,1,1698,800,296,120,67,8
1778520183.4229033,1,1708,800,296,120,67,22
1778520183.4364247,1,1720,800,296,120,67,21
1778520183.4502387,1,1732,800,296,121,67,9
1778520183.4637673,1,1742,850,294,120,67,8
1778520183.4771662,1,1754,850,291,120,67,6
1778520183.4907656,1,1766,800,292,120,67,8
1778520183.5041647,1,1775,850,290,119,67,9
1778520183.517806,1,1787,850,287,120,67,21
1778520183.531385,1,1797,750,292,120,67,20
1778520183.5452404,1,1808,800,292,120,67,8
1778520183.5592637,1,1819,800,292,121,67,7
1778520183.5728047,1,1830,800,292,120,67,8
1778520183.5864122,1,1842,800,292,119,67,10
1778520183.599878,1,1852,800,292,119,67,9
1778520183.6133487,1,1863,800,292,119,67,23
1778520183.6268117,1,1874,800,292,120,67,21
1778520183.640324,1,1884,750,294,120,67,9
1778520183.6539457,1,1895,750,297,121,67,9
1778520183.6673775,1,1906,800,296,120,66,7
1778520183.6808472,1,1913,650,302,119,67,30
1778520183.6943765,1,1919,650,310,119,67,17
1778520183.7080915,1,1923,450,331,118,67,44
1778520183.72195,1,1926,200,360,118,67,37
1778520183.7357268,1,1927,200,394,116,67,81
