Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778518775.4092143,1,1343,700,388,81,32,9
1778518775.4237611,1,1355,750,392,81,31,9
1778518775.4372182,1,1365,750,395,81,32,9
1778518776.244429,2,497,-650,386,82,28,10
1778518776.2589738,2,486,-750,392,82,28,10
1778518776.2723947,2,475,-750,394,82,28,11
1778518777.080161,2,425,600,395,77,28,12
1778518777.0848293,1,1417,-700,410,77,32,13
1778518777.0977552,2,436,600,410,78,28,11
1778518777.100452,1,1405,-700,417,77,32,10
1778518777.1140318,2,448,600,420,78,28,12
1778518777.1184995,1,1393,-700,424,78,32,12
