Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778519217.1589437,1,1422,800,286,121,37,6
1778519217.172962,1,1434,900,283,120,37,7
1778519217.1868203,1,1445,900,277,120,37,5
1778519217.200243,1,1456,800,278,120,37,6
1778519217.2137365,1,1468,800,278,120,37,6
1778519217.2272124,1,1478,800,278,121,37,6
1778519217.2405996,1,1490,850,275,120,37,6
1778519217.2540104,1,1500,800,274,120,37,7
1778519217.2675142,1,1511,800,274,120,37,6
1778519217.2808843,1,1521,750,277,120,37,5
1778519217.2942984,1,1533,800,278,120,37,7
1778519217.3080359,1,1543,800,278,121,37,6
1778519217.3214953,1,1555,850,274,120,37,6
1778519217.3350906,1,1565,800,274,120,37,6
1778519217.348554,1,1576,800,274,121,37,7
1778519217.3620284,1,1587,750,277,120,37,6
1778519217.3755302,1,1597,800,278,120,37,6
1778519217.388898,1,1608,800,278,120,37,6
1778519217.4023318,1,1619,800,278,120,37,6
1778519217.415762,1,1631,800,278,120,37,6
1778519217.4292676,1,1641,800,278,121,37,5
1778519217.4427266,1,1652,850,274,121,37,6
1778519217.4563115,1,1663,800,274,121,37,6
1778519217.4697776,1,1674,800,274,121,37,6
1778519217.4833033,1,1685,800,274,120,37,6
1778519217.4968243,1,1696,800,274,120,37,6
1778519217.5102715,1,1707,800,274,121,37,6
1778519217.5237832,1,1717,800,274,121,37,6
1778519217.5373197,1,1728,800,274,120,37,6
1778519217.5508158,1,1739,800,274,121,37,6
1778519217.5642724,1,1750,800,274,121,37,6
1778519217.577655,1,1761,800,274,120,37,6
1778519217.5910814,1,1772,850,272,121,37,6
1778519217.6046224,1,1782,850,270,120,37,5
1778519217.6180682,1,1793,750,273,120,37,5
1778519217.6315818,1,1803,750,275,120,37,6
1778519217.6450696,1,1815,750,278,120,37,5
1778519217.6585674,1,1825,800,278,120,37,6
1778519217.6726172,1,1837,850,276,121,37,5
1778519217.6863098,1,1847,850,273,120,37,5
1778519217.6998453,1,1859,800,274,120,37,6
1778519217.713311,1,1869,750,276,120,37,5
1778519217.7268832,1,1880,750,279,120,37,6
1778519217.740862,1,1890,800,278,120,37,5
1778519217.7551398,1,1902,800,278,121,37,7
1778519217.7686863,1,1911,800,281,120,37,8
1778519217.782134,1,1919,650,290,120,37,13
1778519217.7958515,1,1924,550,303,119,37,23
1778519217.8095627,1,1929,350,322,118,37,30
1778519217.8231392,1,1932,350,348,117,37,39
1778519217.8369658,1,1934,200,379,117,37,46
1778519217.8503969,1,1936,150,415,116,37,60
1778519217.863776,1,1938,150,451,116,37,71
1778519218.670792,2,3991,0,770,91,33,280
1778519218.6840205,2,3990,0,818,95,33,237
1778519218.6979039,2,3989,-50,857,93,33,262
1778519219.5058987,2,3987,0,279,119,33,30
1778519219.5103452,1,1934,-250,84,120,37,0
1778519219.5232513,2,3987,0,222,120,33,19
1778519219.5265903,1,1929,-300,119,120,38,0
