Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778518622.794546,1,1573,800,366,91,27,8
1778518622.80892,1,1585,800,366,92,27,8
1778518622.822391,1,1597,800,366,93,27,7
1778518623.6295485,2,335,-750,343,92,25,8
1778518623.6440086,2,323,-750,346,91,25,7
1778518623.6574857,2,313,-750,349,91,25,9
1778518624.4652803,2,283,750,364,93,25,10
1778518624.4698272,1,1628,-700,371,93,27,11
1778518624.483472,2,298,800,364,92,25,10
1778518624.4871783,1,1614,-750,374,92,27,11
1778518624.5002432,2,312,800,364,93,25,11
1778518624.5038772,1,1601,-800,373,93,27,10
