Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778518676.1178489,1,1218,300,86,111,28,0
1778518676.131135,1,1225,450,113,113,28,0
1778518676.1446555,1,1232,450,132,114,27,0
1778518676.1580527,1,1242,650,140,115,28,0
1778518676.1715794,1,1252,700,147,116,28,0
1778518676.185435,1,1262,700,152,117,28,0
1778518676.1994443,1,1273,800,152,118,28,0
1778518676.2128897,1,1283,750,154,118,28,0
1778518676.2263882,1,1293,750,157,119,28,0
1778518676.239829,1,1303,750,159,119,28,0
1778518676.2533367,1,1312,650,165,120,27,0
1778518676.2668314,1,1321,650,174,120,28,0
1778518676.2802799,1,1330,650,182,121,28,0
1778518676.2938223,1,1339,700,188,121,28,0
1778518676.3073146,1,1348,700,194,121,28,1
1778518676.320833,1,1356,600,205,121,28,2
1778518676.334368,1,1364,650,214,121,28,3
1778518676.347825,1,1371,650,222,121,28,3
1778518676.361338,1,1377,450,244,121,28,5
1778518676.3748038,1,1384,500,260,121,28,7
1778518676.3882058,1,1394,500,277,121,28,7
1778518676.4015796,1,1403,700,279,121,28,7
1778518676.4151192,1,1414,750,283,121,28,6
1778518676.4286916,1,1425,750,285,121,28,6
1778518676.4422352,1,1436,800,284,121,28,6
1778518676.4556632,1,1447,850,282,121,28,6
1778518676.4691174,1,1458,850,279,121,28,6
1778518676.4825907,1,1469,800,280,121,28,7
1778518676.4961128,1,1481,800,280,121,28,6
1778518676.509481,1,1491,800,280,121,28,6
1778518676.5229127,1,1502,800,280,121,28,5
1778518676.536309,1,1513,800,280,121,28,6
1778518676.5497339,1,1524,800,279,121,28,6
1778518676.5631168,1,1535,850,277,121,28,6
1778518676.5764484,1,1546,850,274,121,28,5
1778518676.589865,1,1557,850,272,121,28,6
1778518676.6033304,1,1567,800,272,121,28,6
1778518676.6172485,1,1578,800,272,121,28,6
1778518676.6306958,1,1589,750,274,121,28,7
1778518676.6444035,1,1599,750,276,121,28,6
1778518676.658152,1,1610,800,276,121,28,6
1778518676.671618,1,1622,800,276,121,28,5
1778518676.6850054,1,1632,800,276,121,28,6
1778518676.698397,1,1644,800,276,121,28,6
1778518676.711868,1,1654,800,276,121,28,6
1778518676.7252283,1,1665,800,276,121,28,6
1778518676.738983,1,1676,800,276,121,28,6
1778518676.752899,1,1687,850,275,121,28,6
1778518676.7669892,1,1698,850,272,121,27,6
1778518676.7804706,1,1709,750,276,121,28,6
1778518676.7939112,1,1720,850,274,121,28,6
