Timestamp,ID,Position,Speed,Load,Voltage,Temperature,Current
1778518666.7947023,1,1330,800,328,101,27,8
1778518666.808105,1,1343,800,328,101,27,11
1778518666.8219697,1,1353,800,328,101,27,7
1778518666.8358352,1,1364,850,326,102,27,7
1778518666.8493721,1,1376,850,324,102,27,6
1778518666.8630803,1,1386,800,324,102,27,7
1778518666.8766062,1,1397,750,327,102,27,7
1778518666.8900716,1,1407,800,328,102,27,8
1778518666.9035642,1,1419,800,328,102,27,8
1778518666.9170623,1,1430,850,326,102,27,7
1778518666.930565,1,1441,800,324,102,27,7
1778518666.9440413,1,1452,800,324,102,27,8
1778518666.9579413,1,1463,800,324,103,27,8
1778518666.9719372,1,1475,850,323,103,27,7
1778518666.9853234,1,1486,850,320,103,27,9
1778518666.9989443,1,1496,800,320,102,27,6
1778518667.0122938,1,1507,800,320,102,27,6
1778518667.0258248,1,1518,800,320,103,27,7
1778518667.0393565,1,1529,800,320,102,27,7
1778518667.0529358,1,1541,850,318,102,27,8
1778518667.0666382,1,1551,850,316,102,27,7
1778518667.0801442,1,1562,800,316,101,27,6
1778518667.0937116,1,1572,750,318,102,27,6
1778518667.1072834,1,1583,750,321,102,27,7
1778518667.1211026,1,1594,750,324,102,27,7
1778518667.135132,1,1605,800,324,102,27,6
1778518667.1486576,1,1616,800,324,102,27,6
1778518667.1621895,1,1628,850,321,102,27,7
1778518667.1757355,1,1639,800,320,102,27,6
1778518667.1891923,1,1649,800,320,102,27,7
1778518667.202753,1,1661,800,320,102,27,7
1778518667.216184,1,1671,850,318,103,27,8
1778518667.229769,1,1682,750,318,102,27,7
1778518667.24337,1,1693,750,320,103,27,7
1778518667.256968,1,1703,800,320,102,27,6
1778518667.2704124,1,1714,800,320,102,27,7
1778518667.2839398,1,1726,800,320,102,27,7
1778518667.2976167,1,1737,850,317,102,27,6
1778518667.311188,1,1748,800,316,102,27,7
1778518667.324669,1,1759,800,316,102,27,7
1778518667.338437,1,1770,800,316,102,27,7
1778518667.3519435,1,1780,750,318,102,27,7
1778518667.365473,1,1791,750,321,102,27,7
1778518667.3788486,1,1801,800,320,102,27,6
1778518667.3924115,1,1812,800,320,102,27,6
1778518667.4059877,1,1823,800,320,102,27,6
1778518667.4193976,1,1834,800,320,102,27,7
1778518667.4332583,1,1845,800,320,102,27,6
1778518667.447274,1,1856,800,320,102,27,7
1778518667.4607859,1,1867,800,320,102,27,7
1778518667.4744186,1,1878,800,320,102,27,6
1778518667.4879167,1,1888,800,320,102,27,8
1778518667.5013747,1,1898,750,324,102,27,7
1778518667.5147364,1,1908,800,324,101,27,8
1778518667.5281627,1,1916,800,329,101,27,13
1778518667.5418062,1,1922,600,340,98,27,23
1778518667.5553133,1,1928,400,361,97,27,36
1778518667.5692048,1,1930,300,384,94,27,43
1778518668.3763957,2,472,-750,301,112,25,7
1778518668.3907928,2,460,-800,303,111,25,7
1778518668.4043021,2,448,-800,303,111,25,7
1778518668.4181614,2,437,-850,300,111,25,7
1778518668.4319668,2,425,-800,299,111,25,7
1778518668.445518,2,415,-800,299,111,25,8
1778518668.459059,2,404,-750,302,111,25,7
1778518668.4727912,2,393,-850,301,111,25,7
1778518668.4864004,2,382,-850,298,112,25,7
1778518668.4998808,2,370,-800,299,111,25,7
1778518668.5133438,2,360,-850,297,111,25,6
1778518668.5268075,2,348,-850,294,111,25,7
1778518668.5402792,2,338,-800,295,111,25,6
1778518668.5539403,2,327,-800,295,111,25,7
1778518668.5674112,2,316,-800,295,111,25,7
1778518668.5808144,2,306,-800,295,111,25,7
1778518668.5942848,2,295,-800,295,111,25,6
1778518668.607876,2,284,-800,295,111,25,6
1778518668.6217244,2,273,-750,299,111,25,8
1778518668.6358364,2,262,-800,299,111,25,8
1778518668.6493196,2,250,-850,297,111,25,7
1778518668.6628065,2,241,-850,295,111,25,7
